t_hours,alt_truth,alt_mean,alt_recon,sp_correction,recon_error_m
7.621202,495.090831,500.250038,495.362742,-4.887296,-271.911128
7.634365,494.911789,499.923746,495.175505,-4.748241,-263.716281
7.647528,494.736757,499.595907,494.996046,-4.599861,-259.288802
7.660690,494.565945,499.267423,494.825249,-4.442174,-259.304726
7.673853,494.399636,498.939200,494.663849,-4.275351,-264.213028
7.687016,494.238193,498.612141,494.512409,-4.099732,-274.216160
7.700178,494.082055,498.287149,494.371318,-3.915831,-289.263885
7.713341,493.931735,497.965121,494.240795,-3.724326,-309.059978
7.726504,493.787823,497.646943,494.120904,-3.526040,-333.080713
7.739667,493.650977,497.333496,494.011581,-3.321915,-360.603441
7.752829,493.521921,497.025644,493.912664,-3.112979,-390.743032
7.765992,493.401439,496.724237,493.823933,-2.900304,-422.493584
7.779155,493.290366,496.430108,493.745138,-2.684970,-454.772613
7.792317,493.189582,496.144071,493.676047,-2.468024,-486.465055
7.805480,493.100004,495.866915,493.616469,-2.250447,-516.464767
7.818643,493.022574,495.599408,493.566286,-2.033123,-543.711866
7.831805,492.958248,495.342290,493.525473,-1.816817,-567.224979
7.844968,492.907989,495.096271,493.494117,-1.602154,-586.128317
7.858131,492.872752,494.862034,493.472426,-1.389608,-599.674128
7.871293,492.853473,494.640227,493.460734,-1.179492,-607.261481
7.884456,492.851057,494.431463,493.459510,-0.971954,-608.452336
